country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",26-04-2025 18:00:00,25.44919916,81.82735986,SO2,23,68,53
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",26-04-2025 18:00:00,25.44919916,81.82735986,OZONE,9,11,11
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",26-04-2025 18:00:00,25.3505986,82.9083074,NO2,28,105,65
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",26-04-2025 18:00:00,25.301778,82.996789,SO2,41,46,43
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",26-04-2025 18:00:00,25.262326,82.995408,PM2.5,24,110,58
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",26-04-2025 18:00:00,25.32393,82.99687,PM2.5,11,64,34
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",26-04-2025 18:00:00,25.32393,82.99687,NO2,1,4,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",26-04-2025 18:00:00,25.32393,82.99687,NH3,1,1,1
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",26-04-2025 18:00:00,28.406963,77.849831,PM10,66,354,163
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",26-04-2025 18:00:00,27.168897,78.37696,SO2,21,36,25
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",26-04-2025 18:00:00,27.168897,78.37696,CO,20,32,21
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",26-04-2025 18:00:00,27.1594,78.3953,PM2.5,38,313,112
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",26-04-2025 18:00:00,27.1594,78.3953,SO2,1,123,70
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",26-04-2025 18:00:00,28.646233,77.358075,NH3,6,11,8
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",26-04-2025 18:00:00,28.646233,77.358075,SO2,7,57,17
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",26-04-2025 18:00:00,28.5447608,77.3231257,OZONE,7,303,170
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",26-04-2025 18:00:00,28.5898,77.3101,PM2.5,16,175,76
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",26-04-2025 18:00:00,28.5898,77.3101,PM10,15,121,69
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",26-04-2025 18:00:00,28.5898,77.3101,SO2,8,56,26
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",26-04-2025 18:00:00,28.56923,77.393848,OZONE,1,235,116
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",26-04-2025 18:00:00,25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",26-04-2025 18:00:00,25.494,81.863,PM2.5,19,128,69
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26-04-2025 18:00:00,26.906111,80.948222,PM2.5,60,267,162
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26-04-2025 18:00:00,26.906111,80.948222,NH3,10,19,16
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26-04-2025 18:00:00,26.906111,80.948222,CO,36,103,48
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26-04-2025 18:00:00,26.90723,80.98579,NH3,4,4,4
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26-04-2025 18:00:00,26.8458805,80.9365541,PM10,112,259,172
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26-04-2025 18:00:00,26.8458805,80.9365541,NO2,43,101,71
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",26-04-2025 18:00:00,28.999264,77.7590354,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",26-04-2025 18:00:00,28.9535882,77.7622941,NO2,16,151,64
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",26-04-2025 18:00:00,28.9535882,77.7622941,CO,18,110,33
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",26-04-2025 18:00:00,29.06351,77.709723,OZONE,2,84,63
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",26-04-2025 18:00:00,28.83526,78.7446,NH3,4,4,4
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",26-04-2025 18:00:00,28.83526,78.7446,OZONE,11,66,53
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",26-04-2025 18:00:00,28.840739,78.697531,NH3,6,12,9
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",26-04-2025 18:00:00,28.856664,78.772638,CO,29,48,43
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",26-04-2025 18:00:00,28.856664,78.772638,OZONE,16,31,25
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",26-04-2025 18:00:00,28.849399,78.742362,CO,14,36,21
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",26-04-2025 18:00:00,28.802625,78.753728,CO,1,63,32
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",26-04-2025 18:00:00,29.4723508,77.7194031,PM10,62,256,135
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",26-04-2025 18:00:00,28.47272,77.482,OZONE,3,76,62
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",26-04-2025 18:00:00,28.557054,77.453663,OZONE,2,304,192
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26-04-2025 18:00:00,26.428282,80.327067,PM10,55,159,101
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26-04-2025 18:00:00,26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26-04-2025 18:00:00,26.4703136,80.3229863,SO2,NA,NA,NA
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",26-04-2025 18:00:00,28.2348927,77.8683002,CO,24,80,51
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",26-04-2025 18:00:00,28.2348927,77.8683002,OZONE,4,14,10
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",26-04-2025 18:00:00,30.269444,78.044167,SO2,1,9,1
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",26-04-2025 18:00:00,29.2124114,78.9611753,PM2.5,36,127,88
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",26-04-2025 18:00:00,30.075911,78.2859547,CO,22,58,28
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",26-04-2025 18:00:00,23.697936,86.944395,PM10,87,145,112
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",26-04-2025 18:00:00,23.697936,86.944395,NO2,12,71,26
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",26-04-2025 18:00:00,23.618183,87.105718,OZONE,12,82,67
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",26-04-2025 18:00:00,23.616515,87.119133,NH3,1,1,1
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",26-04-2025 18:00:00,23.616515,87.119133,SO2,6,41,13
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",26-04-2025 18:00:00,22.7605581,88.3617589,PM10,44,99,63
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",26-04-2025 18:00:00,22.7605581,88.3617589,OZONE,8,36,26
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",26-04-2025 18:00:00,23.567923,87.306843,PM10,108,152,122
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",26-04-2025 18:00:00,23.508764,87.35444,PM2.5,19,57,39
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",26-04-2025 18:00:00,23.508764,87.35444,CO,61,115,69
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",26-04-2025 18:00:00,22.06047,88.109737,SO2,9,19,12
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",26-04-2025 18:00:00,22.554954,88.292568,NO2,8,26,16
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",26-04-2025 18:00:00,22.554954,88.292568,NH3,1,2,1
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",26-04-2025 18:00:00,22.6025571,88.3105664,PM10,45,83,64
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",26-04-2025 18:00:00,22.6025571,88.3105664,NO2,17,79,40
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",26-04-2025 18:00:00,22.6025571,88.3105664,OZONE,47,78,70
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",26-04-2025 18:00:00,22.611968,88.347422,PM10,42,92,68
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",26-04-2025 18:00:00,22.611968,88.347422,CO,8,16,11
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",26-04-2025 18:00:00,22.5687319,88.2797276,PM2.5,36,66,50
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",26-04-2025 18:00:00,22.5687319,88.2797276,PM10,45,81,62
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",26-04-2025 18:00:00,22.5367507,88.3638022,PM2.5,12,50,28
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",26-04-2025 18:00:00,22.5367507,88.3638022,NH3,5,6,6
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",26-04-2025 18:00:00,22.5367507,88.3638022,CO,32,40,36
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",26-04-2025 18:00:00,22.58157048,88.41002457,PM2.5,5,31,17
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",26-04-2025 18:00:00,22.58157048,88.41002457,NO2,13,15,14
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",26-04-2025 18:00:00,22.55664,88.342674,NO2,23,36,28
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",26-04-2025 18:00:00,22.49929,88.36917,NH3,6,10,7
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",26-04-2025 18:00:00,22.49929,88.36917,SO2,4,6,5
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",26-04-2025 18:00:00,22.627847,88.380669,CO,20,27,22
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",26-04-2025 18:00:00,22.627847,88.380669,OZONE,10,50,37
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",26-04-2025 18:00:00,22.51106,88.35142,PM10,35,64,50
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",26-04-2025 18:00:00,26.6879226,88.4152495,PM2.5,62,84,72
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-04-2025 18:00:00,26.2028636,91.70046436,SO2,18,20,19
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-04-2025 18:00:00,26.2028636,91.70046436,CO,6,15,7
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-04-2025 18:00:00,26.2028636,91.70046436,OZONE,5,61,51
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-04-2025 18:00:00,26.10887,91.589544,PM2.5,8,412,101
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-04-2025 18:00:00,26.10887,91.589544,NH3,13,22,16
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26-04-2025 18:00:00,26.1875,91.744194,PM2.5,20,83,50
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26-04-2025 18:00:00,26.1875,91.744194,PM10,28,71,41
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26-04-2025 18:00:00,26.1875,91.744194,OZONE,17,18,17
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26-04-2025 18:00:00,26.181742,91.78063,PM2.5,55,246,87
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26-04-2025 18:00:00,26.181742,91.78063,NO2,3,4,3
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26-04-2025 18:00:00,26.181742,91.78063,SO2,20,22,21
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-04-2025 18:00:00,26.446912,91.439057,PM2.5,3,72,46
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-04-2025 18:00:00,26.446912,91.439057,PM10,26,139,71
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",26-04-2025 18:00:00,24.792403,84.992416,CO,3,166,38
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-04-2025 18:00:00,24.762518,84.982348,PM10,45,102,71
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",26-04-2025 18:00:00,25.697189,85.2459,PM10,NA,NA,NA
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",26-04-2025 18:00:00,25.697189,85.2459,SO2,NA,NA,NA
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",26-04-2025 18:00:00,25.697189,85.2459,CO,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",26-04-2025 18:00:00,25.560083,87.553265,PM2.5,48,130,85
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26-04-2025 18:00:00,26.0881305,87.93840336,NO2,8,11,10
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26-04-2025 18:00:00,26.0881305,87.93840336,NH3,2,3,2
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-04-2025 18:00:00,27.308328,84.531742,PM2.5,48,83,70
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-04-2025 18:00:00,27.308328,84.531742,PM10,62,147,98
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",26-04-2025 18:00:00,24.75746,84.366208,OZONE,56,92,76
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",26-04-2025 18:00:00,25.42742023,86.13886079,CO,101,120,120
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-04-2025 18:00:00,26.80365,84.51954,PM2.5,58,183,96
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-04-2025 18:00:00,26.80365,84.51954,PM10,99,188,133
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-04-2025 18:00:00,26.80365,84.51954,CO,62,107,100
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.251013,86.989001,NO2,21,73,33
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.251013,86.989001,NH3,2,2,2
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.251013,86.989001,SO2,8,66,31
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.251013,86.989001,OZONE,14,29,18
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.265194,87.012947,NO2,9,11,10
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",26-04-2025 18:00:00,14.675886,77.593027,NH3,6,33,10
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",26-04-2025 18:00:00,14.465052,78.824187,PM2.5,53,75,60
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",26-04-2025 18:00:00,14.465052,78.824187,PM10,48,70,56
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",26-04-2025 18:00:00,14.465052,78.824187,NO2,11,20,14
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",26-04-2025 18:00:00,14.465052,78.824187,SO2,16,18,17
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",26-04-2025 18:00:00,14.465052,78.824187,CO,37,38,38
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",26-04-2025 18:00:00,16.9872867,81.7363176,PM2.5,18,35,25
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",26-04-2025 18:00:00,16.9872867,81.7363176,NO2,5,40,18
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",26-04-2025 18:00:00,16.9872867,81.7363176,NH3,2,16,6
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",26-04-2025 18:00:00,16.9872867,81.7363176,CO,4,59,5
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-04-2025 18:00:00,26.987634,94.636574,PM10,32,50,41
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-04-2025 18:00:00,26.987634,94.636574,SO2,2,10,8
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26-04-2025 18:00:00,26.146529,87.454184,NO2,3,134,25
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26-04-2025 18:00:00,26.146529,87.454184,CO,26,62,51
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",26-04-2025 18:00:00,25.5626095,84.663264,PM2.5,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",26-04-2025 18:00:00,25.5626095,84.663264,NO2,5,9,7
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",26-04-2025 18:00:00,24.75746,84.366208,NO2,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",26-04-2025 18:00:00,24.75746,84.366208,NH3,NA,NA,NA
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",26-04-2025 18:00:00,25.204762,85.51496,SO2,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",26-04-2025 18:00:00,25.56752,83.966379,PM2.5,23,359,123
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",26-04-2025 18:00:00,25.7808257,84.7446768,SO2,6,89,13
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",26-04-2025 18:00:00,24.7955,84.9994,CO,3,174,36
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",26-04-2025 18:00:00,24.792403,84.992416,SO2,13,22,17
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-04-2025 18:00:00,13.615387,79.40923,NH3,3,6,4
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",26-04-2025 18:00:00,16.536107,80.594233,PM10,37,70,48
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",26-04-2025 18:00:00,16.536107,80.594233,CO,12,22,18
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",26-04-2025 18:00:00,16.486692,80.699436,NH3,3,6,5
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",26-04-2025 18:00:00,16.486692,80.699436,CO,36,44,38
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",26-04-2025 18:00:00,16.509717,80.612222,NO2,29,45,38
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",26-04-2025 18:00:00,16.554731,80.64911,NO2,30,33,31
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",26-04-2025 18:00:00,16.554731,80.64911,NH3,4,5,4
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",26-04-2025 18:00:00,16.554731,80.64911,SO2,21,24,22
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",26-04-2025 18:00:00,27.103358,93.679645,NO2,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-04-2025 18:00:00,26.2028636,91.70046436,NH3,5,5,5
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-04-2025 18:00:00,25.376776,86.471523,PM10,50,137,98
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-04-2025 18:00:00,25.376776,86.471523,OZONE,2,16,7
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.11442,85.39813,PM2.5,111,348,269
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.11442,85.39813,CO,25,78,31
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.1403345,85.3650192,PM2.5,27,70,43
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",26-04-2025 18:00:00,11.654054,92.734055,NH3,1,3,2
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26-04-2025 18:00:00,16.5150833,80.5181667,PM10,50,109,78
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26-04-2025 18:00:00,16.5150833,80.5181667,CO,8,48,22
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-04-2025 18:00:00,25.0328,85.41948,PM10,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-04-2025 18:00:00,25.0328,85.41948,SO2,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-04-2025 18:00:00,25.0328,85.41948,OZONE,31,62,38
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-04-2025 18:00:00,25.892357,86.590325,PM2.5,35,308,111
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",26-04-2025 18:00:00,25.859655,85.77944,NO2,1,2,1
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",26-04-2025 18:00:00,25.859655,85.77944,NH3,2,2,2
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-04-2025 18:00:00,24.952822,84.002396,PM2.5,62,305,153
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-04-2025 18:00:00,24.952822,84.002396,PM10,48,143,91
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-04-2025 18:00:00,24.952822,84.002396,NO2,4,9,6
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-04-2025 18:00:00,24.952822,84.002396,CO,64,106,70
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",26-04-2025 18:00:00,26.2271665,84.3570427,NO2,6,14,9
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",26-04-2025 18:00:00,21.194815,81.31477,OZONE,10,43,40
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",26-04-2025 18:00:00,21.185571,81.343175,NO2,4,10,8
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",26-04-2025 18:00:00,21.185571,81.343175,NH3,2,2,2
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",26-04-2025 18:00:00,21.224231,81.40835,PM2.5,29,80,47
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",26-04-2025 18:00:00,21.224231,81.40835,OZONE,15,33,31
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",26-04-2025 18:00:00,22.08815,82.13737,NO2,14,26,19
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",26-04-2025 18:00:00,22.08815,82.13737,CO,18,54,21
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",26-04-2025 18:00:00,22.118125,83.140608,PM2.5,51,89,73
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",26-04-2025 18:00:00,22.368195,82.746431,PM2.5,76,152,102
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-04-2025 18:00:00,21.237755,81.705301,PM10,39,99,57
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",26-04-2025 18:00:00,21.371751,81.664929,NO2,29,36,32
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",26-04-2025 18:00:00,21.371751,81.664929,NH3,3,3,3
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-04-2025 18:00:00,22.06631475,83.33820077,NO2,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-04-2025 18:00:00,22.06631475,83.33820077,NH3,1,2,2
India,Delhi,Delhi,"Alipur, Delhi - DPCC",26-04-2025 18:00:00,28.815329,77.15301,NH3,1,19,6
India,Delhi,Delhi,"Alipur, Delhi - DPCC",26-04-2025 18:00:00,28.815329,77.15301,CO,1,57,17
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.647622,77.315809,PM10,73,472,293
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.1403345,85.3650192,SO2,4,8,7
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.1403345,85.3650192,OZONE,6,116,99
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.1209,85.3647,PM2.5,32,95,65
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.1209,85.3647,CO,16,61,37
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-04-2025 18:00:00,25.586562,85.043586,PM2.5,75,300,157
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-04-2025 18:00:00,25.586562,85.043586,OZONE,2,60,47
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",26-04-2025 18:00:00,25.610369,85.132568,PM2.5,55,229,122
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",26-04-2025 18:00:00,25.610369,85.132568,CO,67,78,75
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.647622,77.315809,SO2,NA,NA,NA
